Title,City,State,Country,URL,Industry,Source,Description,Listed By (Firm),Listed By (Name),Phone,Email,Price,Gross Revenue,Cash Flow,Inventory,EBITDA,Scraping Date,Financial Data,source Link
Large Express Car Wash,Riverside, IL, United States,https://app.withkumo.com/deal/wLVwOHe,"Brick & Mortar,Automotive & Boat,Other Automotive & Boat,Car Washes,",Kumo,"A large express car wash, built in 2020, featuring a 190 ft tunnel, top of the line control and vacuum system, and an extra large building for high end detailing.

Top Highlights:
• Built in 2020
• Over 2 acres site
• 190 ft tunnel
• High-end detailing facility

Additional Information:
• Absentee run
• Potential package deal with another express wash in OC",,,N/A,N/A,"$41,388,500",N/A,N/A,N/A,N/A,11/27/23,N/A,N/A,https://dealstream.com/d/biz-sale/other-food/4fn29x
